"Date","Debit"
"2022-10-28T12:00:00Z","0.698"
"2022-10-29T12:00:00Z","0.472"
"2022-10-30T12:00:00Z","0.550"
"2022-10-31T12:00:00Z","0.250"
"2022-11-01T12:00:00Z","0.651"
"2022-11-02T12:00:00Z","0.603"
"2022-11-03T12:00:00Z","0.479"
"2022-11-04T12:00:00Z","0.960"
"2022-11-05T12:00:00Z","0.889"
"2022-11-06T12:00:00Z","0.899"
"2022-11-07T12:00:00Z","0.937"
"2022-11-08T12:00:00Z","0.768"
"2022-11-09T12:00:00Z","0.770"
"2022-11-10T12:00:00Z","0.985"
"2022-11-11T12:00:00Z","0.950"
"2022-11-12T12:00:00Z","1.047"
"2022-11-13T12:00:00Z","0.786"
"2022-11-14T12:00:00Z","0.557"
"2022-11-15T12:00:00Z","0.871"
"2022-11-16T12:00:00Z","0.675"
"2022-11-17T12:00:00Z","0.992"
"2022-11-18T12:00:00Z","0.910"
"2022-11-19T12:00:00Z","0.861"
"2022-11-20T12:00:00Z","0.760"
"2022-11-21T12:00:00Z","1.119"
"2022-11-22T12:00:00Z","1.111"
"2022-11-23T12:00:00Z","0.752"
"2022-11-24T12:00:00Z","0.597"
"2022-11-25T12:00:00Z","0.962"
"2022-11-26T12:00:00Z","1.227"
"2022-11-27T12:00:00Z","0.629"
"2022-11-28T12:00:00Z","1.076"
"2022-11-29T12:00:00Z","0.768"
"2022-11-30T12:00:00Z","0.734"
"2022-12-01T12:00:00Z","1.237"
"2022-12-02T12:00:00Z","1.183"
"2022-12-03T12:00:00Z","0.999"
"2022-12-04T12:00:00Z","1.251"
"2022-12-05T12:00:00Z","1.242"
"2022-12-06T12:00:00Z","0.718"
"2022-12-07T12:00:00Z","1.129"
"2022-12-08T12:00:00Z","1.479"
"2022-12-09T12:00:00Z","1.264"
"2022-12-10T12:00:00Z","0.511"
"2022-12-11T12:00:00Z","0.917"
"2022-12-12T12:00:00Z","1.454"
"2022-12-13T12:00:00Z","1.087"
"2022-12-14T12:00:00Z","1.528"
"2022-12-15T12:00:00Z","1.781"
"2022-12-16T12:00:00Z","1.231"
"2022-12-17T12:00:00Z","1.159"
"2022-12-18T12:00:00Z","1.084"
"2022-12-19T12:00:00Z","1.549"
"2022-12-20T12:00:00Z","1.232"
"2022-12-21T12:00:00Z","1.306"
"2022-12-22T12:00:00Z","1.153"
"2022-12-23T12:00:00Z","1.347"
"2022-12-24T12:00:00Z","1.303"
"2022-12-25T12:00:00Z","1.009"
"2022-12-26T12:00:00Z","1.320"
"2022-12-27T12:00:00Z","1.742"
"2022-12-28T12:00:00Z","1.919"
"2022-12-29T12:00:00Z","1.581"
"2022-12-30T12:00:00Z","1.643"
"2022-12-31T12:00:00Z","1.733"
"2023-01-01T12:00:00Z","2.179"
"2023-01-02T12:00:00Z","1.463"
"2023-01-03T12:00:00Z","1.428"
"2023-01-04T12:00:00Z","1.758"
"2023-01-05T12:00:00Z","1.898"
"2023-01-06T12:00:00Z","1.819"
"2023-01-07T12:00:00Z","1.515"
"2023-01-08T12:00:00Z","2.106"
"2023-01-09T12:00:00Z","1.879"
"2023-01-10T12:00:00Z","2.081"
"2023-01-11T12:00:00Z","2.360"
"2023-01-12T12:00:00Z","1.635"
"2023-01-13T12:00:00Z","1.601"
"2023-01-14T12:00:00Z","2.202"
"2023-01-15T12:00:00Z","1.582"
"2023-01-16T12:00:00Z","2.020"
"2023-01-17T12:00:00Z","2.008"
"2023-01-18T12:00:00Z","2.271"
"2023-01-19T12:00:00Z","2.045"
"2023-01-20T12:00:00Z","2.365"
"2023-01-21T12:00:00Z","2.005"
"2023-01-22T12:00:00Z","1.992"
"2023-01-23T12:00:00Z","2.338"
"2023-01-24T12:00:00Z","2.391"
"2023-01-25T12:00:00Z","2.469"
"2023-01-26T12:00:00Z","2.796"
"2023-01-27T12:00:00Z","2.777"
"2023-01-28T12:00:00Z","2.601"
"2023-01-29T12:00:00Z","2.721"
"2023-01-30T12:00:00Z","2.616"
"2023-01-31T12:00:00Z","2.876"
"2023-02-01T12:00:00Z","2.703"
"2023-02-02T12:00:00Z","2.505"
"2023-02-03T12:00:00Z","2.486"
"2023-02-04T12:00:00Z","2.992"
"2023-02-05T12:00:00Z","2.690"
"2023-02-06T12:00:00Z","3.246"
"2023-02-07T12:00:00Z","2.521"
"2023-02-08T12:00:00Z","3.141"
"2023-02-09T12:00:00Z","2.752"
"2023-02-10T12:00:00Z","2.991"
"2023-02-11T12:00:00Z","2.594"
"2023-02-12T12:00:00Z","2.490"
"2023-02-13T12:00:00Z","3.350"
"2023-02-14T12:00:00Z","2.900"
"2023-02-15T12:00:00Z","3.286"
"2023-02-16T12:00:00Z","2.905"
"2023-02-17T12:00:00Z","3.346"
"2023-02-18T12:00:00Z","3.021"
"2023-02-19T12:00:00Z","2.855"
"2023-02-20T12:00:00Z","3.348"
"2023-02-21T12:00:00Z","3.452"
"2023-02-22T12:00:00Z","3.404"
"2023-02-23T12:00:00Z","3.236"
"2023-02-24T12:00:00Z","2.864"
"2023-02-25T12:00:00Z","3.062"
"2023-02-26T12:00:00Z","3.181"
"2023-02-27T12:00:00Z","3.320"
"2023-02-28T12:00:00Z","3.694"
"2023-03-01T12:00:00Z","3.409"
"2023-03-02T12:00:00Z","2.939"
"2023-03-03T12:00:00Z","2.844"
"2023-03-04T12:00:00Z","3.345"
"2023-03-05T12:00:00Z","3.416"
"2023-03-06T12:00:00Z","3.659"
"2023-03-07T12:00:00Z","3.232"
"2023-03-08T12:00:00Z","3.275"
"2023-03-09T12:00:00Z","3.759"
"2023-03-10T12:00:00Z","4.003"
"2023-03-11T12:00:00Z","3.203"
"2023-03-12T12:00:00Z","3.525"
"2023-03-13T12:00:00Z","4.019"
"2023-03-14T12:00:00Z","3.997"
"2023-03-15T12:00:00Z","3.555"
"2023-03-16T12:00:00Z","4.099"
"2023-03-17T12:00:00Z","3.842"
"2023-03-18T12:00:00Z","4.018"
"2023-03-19T12:00:00Z","3.698"
"2023-03-20T12:00:00Z","3.968"
"2023-03-21T12:00:00Z","3.623"
"2023-03-22T12:00:00Z","3.798"
"2023-03-23T12:00:00Z","3.880"
"2023-03-24T12:00:00Z","4.009"
"2023-03-25T12:00:00Z","4.594"
"2023-03-26T12:00:00Z","4.651"
"2023-03-27T12:00:00Z","3.932"
"2023-03-28T12:00:00Z","4.416"
"2023-03-29T12:00:00Z","3.786"
"2023-03-30T12:00:00Z","4.179"
"2023-03-31T12:00:00Z","3.924"
"2023-04-01T12:00:00Z","3.999"
"2023-04-02T12:00:00Z","4.792"
"2023-04-03T12:00:00Z","4.045"
"2023-04-04T12:00:00Z","3.993"
"2023-04-05T12:00:00Z","3.919"
"2023-04-06T12:00:00Z","3.990"
"2023-04-07T12:00:00Z","3.840"
"2023-04-08T12:00:00Z","4.263"
"2023-04-09T12:00:00Z","4.271"
"2023-04-10T12:00:00Z","4.315"
"2023-04-11T12:00:00Z","4.239"
"2023-04-12T12:00:00Z","4.110"
"2023-04-13T12:00:00Z","4.098"
"2023-04-14T12:00:00Z","4.311"
"2023-04-15T12:00:00Z","4.267"
"2023-04-16T12:00:00Z","4.129"
"2023-04-17T12:00:00Z","4.224"
"2023-04-18T12:00:00Z","4.688"
"2023-04-19T12:00:00Z","4.803"
"2023-04-20T12:00:00Z","4.261"
"2023-04-21T12:00:00Z","4.139"
"2023-04-22T12:00:00Z","4.316"
"2023-04-23T12:00:00Z","4.616"
"2023-04-24T12:00:00Z","4.325"
"2023-04-25T12:00:00Z","4.428"
"2023-04-26T12:00:00Z","4.178"
"2023-04-27T12:00:00Z","4.054"
"2023-04-28T12:00:00Z","4.538"
"2023-04-29T12:00:00Z","4.397"
"2023-04-30T12:00:00Z","4.514"
"2023-05-01T12:00:00Z","3.922"
"2023-05-02T12:00:00Z","4.808"
"2023-05-03T12:00:00Z","4.412"
"2023-05-04T12:00:00Z","3.896"
"2023-05-05T12:00:00Z","4.593"
"2023-05-06T12:00:00Z","4.251"
"2023-05-07T12:00:00Z","4.349"
"2023-05-08T12:00:00Z","4.218"
"2023-05-09T12:00:00Z","4.310"
"2023-05-10T12:00:00Z","4.318"
"2023-05-11T12:00:00Z","3.907"
"2023-05-12T12:00:00Z","4.536"
"2023-05-13T12:00:00Z","4.342"
"2023-05-14T12:00:00Z","4.418"
"2023-05-15T12:00:00Z","4.504"
"2023-05-16T12:00:00Z","4.323"
"2023-05-17T12:00:00Z","4.367"
"2023-05-18T12:00:00Z","3.908"
"2023-05-19T12:00:00Z","4.059"
"2023-05-20T12:00:00Z","4.278"
"2023-05-21T12:00:00Z","4.293"
"2023-05-22T12:00:00Z","4.337"
"2023-05-23T12:00:00Z","4.577"
"2023-05-24T12:00:00Z","4.190"
"2023-05-25T12:00:00Z","4.292"
"2023-05-26T12:00:00Z","4.204"
"2023-05-27T12:00:00Z","4.114"
"2023-05-28T12:00:00Z","4.110"
"2023-05-29T12:00:00Z","3.952"
"2023-05-30T12:00:00Z","4.105"
"2023-05-31T12:00:00Z","4.064"
"2023-06-01T12:00:00Z","4.236"
"2023-06-02T12:00:00Z","3.822"
"2023-06-03T12:00:00Z","4.217"
"2023-06-04T12:00:00Z","4.005"
"2023-06-05T12:00:00Z","4.192"
"2023-06-06T12:00:00Z","3.916"
"2023-06-07T12:00:00Z","4.184"
"2023-06-08T12:00:00Z","4.079"
"2023-06-09T12:00:00Z","3.978"
"2023-06-10T12:00:00Z","4.187"
"2023-06-11T12:00:00Z","4.189"
"2023-06-12T12:00:00Z","4.062"
"2023-06-13T12:00:00Z","4.196"
"2023-06-14T12:00:00Z","3.930"
"2023-06-15T12:00:00Z","4.112"
"2023-06-16T12:00:00Z","3.979"
"2023-06-17T12:00:00Z","3.718"
"2023-06-18T12:00:00Z","3.745"
"2023-06-19T12:00:00Z","4.214"
"2023-06-20T12:00:00Z","4.293"
"2023-06-21T12:00:00Z","4.054"
"2023-06-22T12:00:00Z","3.706"
"2023-06-23T12:00:00Z","4.184"
"2023-06-24T12:00:00Z","3.956"
"2023-06-25T12:00:00Z","3.862"
"2023-06-26T12:00:00Z","4.213"
"2023-06-27T12:00:00Z","3.512"
"2023-06-28T12:00:00Z","3.895"
"2023-06-29T12:00:00Z","3.472"
"2023-06-30T12:00:00Z","3.497"
"2023-07-01T12:00:00Z","4.273"
"2023-07-02T12:00:00Z","3.721"
"2023-07-03T12:00:00Z","4.030"
"2023-07-04T12:00:00Z","3.677"
"2023-07-05T12:00:00Z","3.614"
"2023-07-06T12:00:00Z","3.328"
"2023-07-07T12:00:00Z","3.701"
"2023-07-08T12:00:00Z","3.435"
"2023-07-09T12:00:00Z","3.420"
"2023-07-10T12:00:00Z","3.306"
"2023-07-11T12:00:00Z","3.317"
"2023-07-12T12:00:00Z","3.319"
"2023-07-13T12:00:00Z","3.314"
"2023-07-14T12:00:00Z","3.241"
"2023-07-15T12:00:00Z","2.835"
"2023-07-16T12:00:00Z","3.330"
"2023-07-17T12:00:00Z","3.134"
"2023-07-18T12:00:00Z","2.305"
"2023-07-19T12:00:00Z","2.707"
"2023-07-20T12:00:00Z","2.956"
"2023-07-21T12:00:00Z","3.363"
"2023-07-22T12:00:00Z","3.165"
"2023-07-23T12:00:00Z","2.811"
"2023-07-24T12:00:00Z","2.904"
"2023-07-25T12:00:00Z","3.197"
"2023-07-26T12:00:00Z","2.736"
"2023-07-27T12:00:00Z","2.588"
"2023-07-28T12:00:00Z","3.049"
"2023-07-29T12:00:00Z","3.076"
"2023-07-30T12:00:00Z","2.615"
"2023-07-31T12:00:00Z","2.857"
"2023-08-01T12:00:00Z","2.694"
"2023-08-02T12:00:00Z","2.526"
"2023-08-03T12:00:00Z","2.935"
"2023-08-04T12:00:00Z","2.446"
"2023-08-05T12:00:00Z","2.770"
"2023-08-06T12:00:00Z","2.567"
"2023-08-07T12:00:00Z","2.476"
"2023-08-08T12:00:00Z","2.349"
"2023-08-09T12:00:00Z","2.211"
"2023-08-10T12:00:00Z","2.364"
"2023-08-11T12:00:00Z","2.268"
"2023-08-12T12:00:00Z","2.389"
"2023-08-13T12:00:00Z","2.036"
"2023-08-14T12:00:00Z","2.268"
"2023-08-15T12:00:00Z","2.377"
"2023-08-16T12:00:00Z","2.077"
"2023-08-17T12:00:00Z","2.401"
"2023-08-18T12:00:00Z","2.398"
"2023-08-19T12:00:00Z","1.855"
"2023-08-20T12:00:00Z","1.937"
"2023-08-21T12:00:00Z","1.763"
"2023-08-22T12:00:00Z","2.175"
"2023-08-23T12:00:00Z","2.072"
"2023-08-24T12:00:00Z","1.611"
"2023-08-25T12:00:00Z","1.820"
"2023-08-26T12:00:00Z","2.032"
"2023-08-27T12:00:00Z","1.955"
"2023-08-28T12:00:00Z","2.202"
"2023-08-29T12:00:00Z","1.584"
"2023-08-30T12:00:00Z","1.842"
"2023-08-31T12:00:00Z","1.567"
"2023-09-01T12:00:00Z","1.819"
"2023-09-02T12:00:00Z","1.719"
"2023-09-03T12:00:00Z","1.807"
"2023-09-04T12:00:00Z","1.610"
"2023-09-05T12:00:00Z","1.878"
"2023-09-06T12:00:00Z","1.483"
"2023-09-07T12:00:00Z","1.383"
"2023-09-08T12:00:00Z","1.669"
"2023-09-09T12:00:00Z","2.052"
"2023-09-10T12:00:00Z","1.184"
"2023-09-11T12:00:00Z","1.255"
"2023-09-12T12:00:00Z","1.575"
"2023-09-13T12:00:00Z","1.776"
"2023-09-14T12:00:00Z","1.549"
"2023-09-15T12:00:00Z","1.298"
"2023-09-16T12:00:00Z","1.533"
"2023-09-17T12:00:00Z","1.536"
"2023-09-18T12:00:00Z","1.216"
"2023-09-19T12:00:00Z","1.571"
"2023-09-20T12:00:00Z","1.336"
"2023-09-21T12:00:00Z","0.888"
"2023-09-22T12:00:00Z","1.272"
"2023-09-23T12:00:00Z","1.145"
"2023-09-24T12:00:00Z","1.595"
"2023-09-25T12:00:00Z","0.918"
"2023-09-26T12:00:00Z","1.112"
"2023-09-27T12:00:00Z","1.280"
"2023-09-28T12:00:00Z","1.803"
"2023-09-29T12:00:00Z","1.671"
"2023-09-30T12:00:00Z","1.155"
"2023-10-01T12:00:00Z","1.068"
"2023-10-02T12:00:00Z","1.116"
"2023-10-03T12:00:00Z","0.698"
"2023-10-04T12:00:00Z","0.940"
"2023-10-05T12:00:00Z","1.263"
"2023-10-06T12:00:00Z","0.946"
"2023-10-07T12:00:00Z","1.386"
"2023-10-08T12:00:00Z","0.775"
"2023-10-09T12:00:00Z","0.853"
"2023-10-10T12:00:00Z","0.843"
"2023-10-11T12:00:00Z","0.528"
"2023-10-12T12:00:00Z","1.119"
"2023-10-13T12:00:00Z","0.750"
"2023-10-14T12:00:00Z","0.889"
"2023-10-15T12:00:00Z","0.666"
"2023-10-16T12:00:00Z","1.239"
"2023-10-17T12:00:00Z","1.108"
"2023-10-18T12:00:00Z","0.808"
"2023-10-19T12:00:00Z","0.481"
"2023-10-20T12:00:00Z","0.967"
"2023-10-21T12:00:00Z","1.046"
"2023-10-22T12:00:00Z","0.539"
"2023-10-23T12:00:00Z","0.730"
"2023-10-24T12:00:00Z","0.781"
"2023-10-25T12:00:00Z","1.031"
"2023-10-26T12:00:00Z","0.718"
"2023-10-27T12:00:00Z","0.994"
"2023-10-28T12:00:00Z","0.559"
"2023-10-29T12:00:00Z","0.487"
"2023-10-30T12:00:00Z","1.208"
"2023-10-31T12:00:00Z","0.422"
"2023-11-01T12:00:00Z","0.563"
"2023-11-02T12:00:00Z","0.948"
"2023-11-03T12:00:00Z","0.620"
"2023-11-04T12:00:00Z","0.615"
"2023-11-05T12:00:00Z","0.708"
"2023-11-06T12:00:00Z","0.250"
"2023-11-07T12:00:00Z","1.044"
"2023-11-08T12:00:00Z","0.812"
"2023-11-09T12:00:00Z","0.570"
"2023-11-10T12:00:00Z","0.349"
"2023-11-11T12:00:00Z","0.442"
"2023-11-12T12:00:00Z","0.391"
"2023-11-13T12:00:00Z","0.853"
"2023-11-14T12:00:00Z","0.863"
"2023-11-15T12:00:00Z","0.965"
"2023-11-16T12:00:00Z","1.003"
"2023-11-17T12:00:00Z","0.986"
"2023-11-18T12:00:00Z","1.223"
"2023-11-19T12:00:00Z","1.147"
"2023-11-20T12:00:00Z","1.098"
"2023-11-21T12:00:00Z","0.928"
"2023-11-22T12:00:00Z","1.061"
"2023-11-23T12:00:00Z","0.790"
"2023-11-24T12:00:00Z","0.849"
"2023-11-25T12:00:00Z","1.348"
"2023-11-26T12:00:00Z","0.791"
"2023-11-27T12:00:00Z","0.787"
"2023-11-28T12:00:00Z","0.868"
"2023-11-29T12:00:00Z","0.836"
"2023-11-30T12:00:00Z","0.872"
"2023-12-01T12:00:00Z","1.065"
"2023-12-02T12:00:00Z","1.089"
"2023-12-03T12:00:00Z","1.265"
"2023-12-04T12:00:00Z","1.601"
"2023-12-05T12:00:00Z","0.979"
"2023-12-06T12:00:00Z","1.073"
"2023-12-07T12:00:00Z","0.648"
"2023-12-08T12:00:00Z","0.803"
"2023-12-09T12:00:00Z","1.109"
"2023-12-10T12:00:00Z","1.281"
"2023-12-11T12:00:00Z","1.308"
"2023-12-12T12:00:00Z","1.360"
"2023-12-13T12:00:00Z","1.541"
"2023-12-14T12:00:00Z","1.674"
"2023-12-15T12:00:00Z","1.208"
"2023-12-16T12:00:00Z","1.090"
"2023-12-17T12:00:00Z","1.477"
"2023-12-18T12:00:00Z","1.569"
"2023-12-19T12:00:00Z","1.393"
"2023-12-20T12:00:00Z","1.338"
"2023-12-21T12:00:00Z","1.280"
"2023-12-22T12:00:00Z","1.420"
"2023-12-23T12:00:00Z","1.627"
"2023-12-24T12:00:00Z","1.312"
"2023-12-25T12:00:00Z","1.304"
"2023-12-26T12:00:00Z","1.680"
"2023-12-27T12:00:00Z","1.344"
"2023-12-28T12:00:00Z","1.619"
"2023-12-29T12:00:00Z","1.632"
"2023-12-30T12:00:00Z","1.634"
"2023-12-31T12:00:00Z","1.501"
